,debias_point,debias_var,dim,dim_var,undebias_point,J,Q,K
0,-0.011631513622072237,5.0957708846367735,0.390979993560181,0.25719672821551137,0.0031951963997038555,50,1000,5
1,-0.05123150526139395,6.178940376963968,0.21038386666627806,0.26696538350383253,-0.05290765455030976,50,1000,5
2,-0.05165048376286713,6.1035047312885,-0.11600851727527006,0.24693181683024387,0.011254610660053283,50,1000,5
3,0.030995648670871966,3.8712864923750083,0.25113252790277363,0.23876904598008017,-0.011516386170849935,50,1000,5
4,-0.05244460392126447,5.0256017841508624,0.03883677427988985,0.24921887662038092,-0.023566476800277358,50,1000,5
5,-0.12622871366383825,5.32810043805154,-0.1440574661968732,0.2505831753289384,-0.025973985671827838,50,1000,5
6,0.010840114713586743,5.46620452964003,0.34203883509496835,0.263185054419812,-0.014303434760537694,50,1000,5
7,-0.08316593847846844,4.6372637062872215,-0.010323112996849737,0.2352520247532517,-0.03919946944369782,50,1000,5
8,-0.06137165502934799,5.636425047015013,0.027715599735226082,0.2669382941935014,-0.010481621201623284,50,1000,5
9,0.1101851904754352,5.5964040475929515,-0.2060207360488966,0.24570747147205585,0.05903976619342855,50,1000,5
10,-0.08595380421564124,4.58106683043538,0.06885319966616921,0.2477339780977335,-0.01594848288670254,50,1000,5
11,-0.06659114921159963,5.944385336810601,0.1617509939071926,0.23172982492770938,-0.030563320895894874,50,1000,5
12,0.1074906981885503,5.577500654331246,0.1315166654261728,0.23875050262392172,0.019280942630395776,50,1000,5
13,-0.08372586934466127,5.51766679371718,0.00010784713919242961,0.25425886645722534,-0.0132976080182886,50,1000,5
14,0.12674649941667068,5.143537749934808,0.28485524874969137,0.22829250449053526,0.024260138321573022,50,1000,5
15,-0.048432971550305425,5.006197565981962,0.09617551338205876,0.24019353341046903,-0.06142114668087887,50,1000,5
16,0.01604625519101746,5.277834076598384,-0.03990581899539691,0.247333982273608,0.060797933282279976,50,1000,5
17,-0.017387769801700904,4.868639282225833,0.36694786383829125,0.21528510949207583,0.015581458506369002,50,1000,5
18,0.046479315553845074,6.724632864727923,-0.14375142050164635,0.24679223321079943,0.04436383687596949,50,1000,5
19,0.06284887275194664,6.2398867104630495,-0.09886510921873093,0.2146503843492761,0.022393746884437068,50,1000,5
20,-0.05043232253389731,5.775843686969318,-0.044546625215792446,0.22741023921531334,-0.023883720910744657,50,1000,5
21,0.14811240688010563,5.171242385589209,0.028380313787514044,0.2363955940100442,0.0699952712617085,50,1000,5
22,0.046334546688392576,6.186030390362507,0.05462276177207759,0.25763922890796503,-0.015356623401642443,50,1000,5
23,-0.014326857471918008,6.120857133024502,-0.13272308259041177,0.3022773156043181,-0.014148320893840716,50,1000,5
24,-0.020726090174486792,6.297276342483644,-0.05273759010231194,0.22755360073026862,-0.021325630401372173,50,1000,5
25,-0.15433173503634445,5.624202975506223,-0.39794839902685286,0.22017908185922672,-0.018313060577727188,50,1000,5
26,-0.05692866458061841,4.618231550033621,-0.34895178138734284,0.23061581192567887,-0.0630282543706094,50,1000,5
27,-0.06730525880964204,6.517077937740713,0.02519174179400485,0.2619160261921081,-0.041987606408939025,50,1000,5
28,-0.01823208510376889,5.171314352089745,0.17820333230316,0.2545170739125624,0.024291723502769827,50,1000,5
29,0.0574654669071705,7.090668605498141,0.4508520390641948,0.227856441154886,0.06320167259346428,50,1000,5
30,0.12884278614211436,5.435849530066595,-0.04893865234183181,0.2452055055742681,0.024206797226546062,50,1000,5
31,-0.03648426735210299,5.431964409567833,0.13133792688592028,0.2526663345517252,-0.0063187728413718934,50,1000,5
32,0.04264759710814625,5.830703444310434,0.4082428493469594,0.26181710372354555,-0.01909594978413652,50,1000,5
33,0.10142972991931644,5.264587910009758,0.2918731415269389,0.2509441671336246,0.02256750026280012,50,1000,5
34,0.05612843574628811,4.776024355226181,0.14446848268786283,0.2998533962085812,0.02750980528872508,50,1000,5
35,0.026599190782879187,6.30088834097441,0.16345305253800335,0.2213142827605622,-0.006656991126826454,50,1000,5
36,0.02076900248562864,4.755794889878698,0.07845220572217837,0.28271160505358844,-0.0814895095854306,50,1000,5
37,-0.015265018886308343,5.20736252480146,-0.3133491090175924,0.22831197678204332,-0.05387450058527504,50,1000,5
38,-0.040732523250599846,5.170914692101662,-0.5196263715016367,0.26076586182962763,-0.08824294904801933,50,1000,5
39,-0.04472127817074433,5.723590873761213,-0.14700283164884853,0.3118089688178261,-0.010973649625975052,50,1000,5
40,0.038011804823078324,5.32903555545256,0.018991829160257545,0.2550389247658019,-0.006302525148400517,50,1000,5
41,-0.04716135312317991,6.349693361666174,0.34893080291301315,0.22730970831582148,-0.05936767667763656,50,1000,5
42,0.07449021958012415,5.335422549471768,0.38826156863613237,0.25068461508143913,0.04756854158784682,50,1000,5
43,0.019048777415298524,5.363179553073633,-0.006076478311141553,0.23786301543708016,0.04558979534644708,50,1000,5
44,-0.03985477055875732,5.918081219635984,-0.15747953459240893,0.2735355575956775,-0.04433204319524639,50,1000,5
45,-0.12619689339777002,6.028047536781021,0.047568553618064335,0.23438190901090147,-0.02319903371497446,50,1000,5
46,-0.05979357054022555,5.1506919037870444,-0.06355760800030508,0.29968349120877946,-0.07352250444404247,50,1000,5
47,-0.037210104424198594,4.919664110120517,-0.05828091858773998,0.24713938404290822,0.05007200906037374,50,1000,5
