,debias_point,debias_var,dim,dim_var,undebias_point,J,Q,K
0,1.0590043488762841,5.237909990884081,0.509958277622566,0.2932965716636251,1.0428918257953814,30,800,5
1,1.0729434833025306,7.006127132818683,0.8882619032992416,0.28107022107217816,1.042229985747611,30,800,5
2,0.9830393913456392,5.58559625322357,0.4995619261179147,0.24923174151098135,0.9112638004925158,30,800,5
3,0.9814705698318068,5.300829194330864,0.28893544741078614,0.2755902996231767,0.9955119777717482,30,800,5
4,0.9160334340575039,5.619201207646729,0.9102529117066593,0.273093853651943,0.9296548779443056,30,800,5
5,1.059765522736072,5.611905510264582,0.4823071559475487,0.35895887512342445,1.0141160730329783,30,800,5
6,1.0165561402711774,5.271946379949323,0.4407321180150099,0.3166894633966316,1.049260384032823,30,800,5
7,1.1396549808313294,4.685060440882484,0.9106041494614354,0.24161649372764474,1.0721288834028675,30,800,5
8,0.8445853269657727,5.315282466380515,0.43916154851553824,0.24925165456680465,0.9683306515787532,30,800,5
9,0.9408424597837793,6.087761455997924,0.7234974971082151,0.2814191926358241,0.9758496456592459,30,800,5
10,0.9257240878418487,6.55387904342561,0.8078766301586136,0.23097824671315742,0.9919761138179845,30,800,5
11,1.109925769566271,5.243589335924107,0.6001933241363924,0.3175542132431282,1.0062139549325406,30,800,5
12,1.1908478768766482,6.092755232222736,0.36570947965270584,0.2658119813336692,1.0447964526042892,30,800,5
13,0.9746842924687793,5.881250856956201,0.9067458614417712,0.26749664471731743,1.0147723346815747,30,800,5
14,0.8279193591716204,5.821604197990593,0.3545938904150763,0.24495682100217173,0.9796884378580953,30,800,5
15,1.0399687147794887,5.812960019080083,0.7728234914438046,0.2691592205782718,1.0606871413538312,30,800,5
16,0.9833977894860401,6.666644473992432,0.3352299153295828,0.2987469929876285,1.006476267967958,30,800,5
17,0.9746554335406324,5.427232849659936,0.3971277186676252,0.28353818278050175,1.0877231062692296,30,800,5
18,0.9924297749519821,6.139866254991954,0.5471292039052509,0.25933722583152213,1.0193110756093968,30,800,5
