,debias_point,debias_var,dim,dim_var,undebias_point,undebias_var,J,Q,K,ground_truth
0,-0.06907078986978947,5.265462538719716,-0.7736989319655958,0.24595896923561664,0.014146935090433204,0.02288383872442241,30,2000,5,0.015446888768899214
1,-0.07216863356452757,5.7724445511026685,,,0.019045052088898087,0.022284459500569394,30,2000,5,0.015446888768899214
2,0.009835553527653243,3.217819380853063,-0.7500551979776784,0.17013915993462297,0.022010929326721898,0.021629258474110343,30,2000,5,0.015446888768899214
3,-0.010454819104070432,3.1770483227755695,-0.5370855009752682,0.17010740408527047,0.009722709751152822,0.022966011369510087,30,2000,5,0.015446888768899214
4,0.007647331435248719,3.7574063567954616,-0.6689961034979639,0.2359673134319702,0.007875621794556413,0.023106696038636906,30,2000,5,0.015446888768899214
5,0.06627432745090131,3.2459249449990417,-0.5648414052847803,0.18108003121754773,0.02213246557044381,0.02243383642675224,30,2000,5,0.015446888768899214
6,0.0343536426786834,3.16203057452711,-0.5346639847971106,0.17030897373894063,0.017128407331207948,0.02278426304080131,30,2000,5,0.015446888768899214
7,0.04279190746937336,3.506687079300058,-0.5719752177480513,0.16972908079470697,0.020260982543859225,0.02365186312684592,30,2000,5,0.015446888768899214
8,-0.033633936792118915,4.702420553144818,-0.6725144247487216,0.17366161067582278,0.016752582889690584,0.022913013235644236,30,2000,5,0.015446888768899214
9,-0.0288118887803438,3.785537677349432,-0.5708054034653882,0.20575611678529038,0.010909135150781471,0.02171659649280531,30,2000,5,0.015446888768899214
10,-0.03900254816078049,2.901404679505158,-0.7421035964400291,0.16743918359851617,0.007435595872270162,0.02214515913784319,30,2000,5,0.015446888768899214
11,-0.04382137164947558,3.1004571731948367,-0.7175722944717631,0.17201738780637157,0.01148988921939196,0.02381101076265334,30,2000,5,0.015446888768899214
12,0.028990513547164642,7.121848232355266,,,0.023799850614435875,0.023962891260666596,30,2000,5,0.015446888768899214
13,0.05778338460101318,2.5660797657544068,-0.8065570660420174,0.1857881628480106,0.021615755122084426,0.020830145740139094,30,2000,5,0.015446888768899214
14,0.009644567890806288,4.09808789548243,-0.7089201781577517,0.23707426807881346,0.013347361624099172,0.02305150457234806,30,2000,5,0.015446888768899214
15,-0.025189302100345673,3.7464535456201506,-0.7495837464925286,0.183115383226668,0.010682844776606594,0.02352888991505501,30,2000,5,0.015446888768899214
16,0.08740989350600718,3.3831638816751215,-0.7037859895277228,0.18695793645969713,0.021931177199659462,0.023814872048044982,30,2000,5,0.015446888768899214
17,-0.0008832113739539552,3.6718011654072193,-0.6427859004287004,0.18198746750965206,0.024937902727426676,0.021150509287685595,30,2000,5,0.015446888768899214
18,-0.02425051202662905,4.247111195488049,-0.5735384827823817,0.1819218419586771,0.012177501793510794,0.022529065319091015,30,2000,5,0.015446888768899214
19,0.02320185333780676,4.820301978664085,-0.725591892356825,0.17605914564321876,0.014979790990514455,0.02238128391505322,30,2000,5,0.015446888768899214
20,-0.004676057525723725,3.557409621929405,-0.6433651238017726,0.17001988727132056,0.015849960253717075,0.021922670599522586,30,2000,5,0.015446888768899214
21,-0.012091984920909233,3.576271317163395,-0.4740702613779435,0.17091373292489903,0.01252373122394157,0.024941952765026625,30,2000,5,0.015446888768899214
22,0.030416579586950664,2.9654894275897106,-0.6326234098548666,0.1705377753118743,0.007890774909177176,0.022024661204432333,30,2000,5,0.015446888768899214
23,-0.04875008584292154,3.099011552010895,-0.6123034721032194,0.16820794986168483,0.008516047339350108,0.022101222452928438,30,2000,5,0.015446888768899214
24,-0.04299422054388097,3.5923977839226082,-0.6439353647221218,0.1675512537914726,0.005601033040499057,0.023685739628277507,30,2000,5,0.015446888768899214
25,0.07788845772367696,4.371042956559287,-0.6251807402092728,0.16994025824444317,0.01215324187284284,0.02310429735118334,30,2000,5,0.015446888768899214
26,0.08163005504086589,3.54495363689504,-0.5319781266029158,0.16824872177069874,0.017649251366372302,0.0221543415710366,30,2000,5,0.015446888768899214
27,0.05870496153256257,3.2188713657379933,-0.7279701744494478,0.20574986405446086,0.013326545215869554,0.022926920698664865,30,2000,5,0.015446888768899214
28,0.066511057714745,2.9595064264665276,-0.5381894816846078,0.20360016771896938,0.0216643717142071,0.02200066576342205,30,2000,5,0.015446888768899214
29,-0.018900164730694485,4.532291643260127,-0.6168943140176015,0.23517510891136748,0.008982143642675489,0.023953686903643426,30,2000,5,0.015446888768899214
30,-0.01979338676162289,4.251616938288425,-0.754365633759488,0.17324503225132212,0.012111686122156748,0.02253107058875836,30,2000,5,0.015446888768899214
31,-0.034780129828601604,4.3733783246260325,-0.5159630425944002,0.20633705660765747,0.01638122333079485,0.02279804889627625,30,2000,5,0.015446888768899214
32,0.02721357943716521,3.0089204930452684,-0.6661483321355846,0.170565083525724,0.007399987283606556,0.023488773251599704,30,2000,5,0.015446888768899214
33,0.04042877045334786,4.446403173827024,-0.6367218470309939,0.1717573384031144,0.011360417560744691,0.022598680084751206,30,2000,5,0.015446888768899214
34,0.036153225503097144,4.496858130227184,-0.5278912200704768,0.1755945346082815,0.011658435099882082,0.022389808661507152,30,2000,5,0.015446888768899214
35,-0.06114395803854832,3.7093424545544713,-0.7725356278337929,0.1675152477520928,0.012955112372565471,0.023489041325447657,30,2000,5,0.015446888768899214
36,0.0369643719155178,4.5867137879981925,-0.4839364833761106,0.17989856331431076,0.012235953079030491,0.02272475543291519,30,2000,5,0.015446888768899214
37,0.002941098722066384,3.616929155665608,-0.4835534037800029,0.1706821372875035,0.015640479093922365,0.022440586335646117,30,2000,5,0.015446888768899214
38,0.10184006523276834,3.8373772312713643,-0.5348589334177145,0.17021521322580077,0.010295666463794798,0.0232513932217974,30,2000,5,0.015446888768899214
39,0.07943939652026717,2.8978227777261814,-0.6334690685628832,0.18395717511724335,0.013997169826029754,0.023433160485424518,30,2000,5,0.015446888768899214
40,0.041129796873650044,3.0340662140373955,-0.8330966603277603,0.18714990206533205,0.020736917046480424,0.02301986743635548,30,2000,5,0.015446888768899214
41,0.04135602922861129,3.648576742977399,-0.6644105387114325,0.16908771425472122,0.02136370090834966,0.023298871676471756,30,2000,5,0.015446888768899214
42,0.013312854766920896,3.518214930843167,-0.5771323167615958,0.16857870878424822,0.020258412391775945,0.0231284553233162,30,2000,5,0.015446888768899214
43,0.0513827782650165,3.623766483017697,-0.552054915884316,0.17177465590392715,0.016094827762096954,0.02280567843718941,30,2000,5,0.015446888768899214
44,-0.06659568986343846,4.568792236503921,-0.6125909322199607,0.18359461340588512,0.015990439494184747,0.02330361950088448,30,2000,5,0.015446888768899214
45,0.02836329559624999,4.02844892529835,-0.8505908973195617,0.17442025976839348,0.013743957385263827,0.020844495257596376,30,2000,5,0.015446888768899214
46,0.051408145387068095,3.903538270803852,-0.8326076595871728,0.323080486571654,0.023510369963859423,0.02240085718558249,30,2000,5,0.015446888768899214
47,0.023159289998781345,2.9580803015651647,-0.7777657406783556,0.20260915286292225,0.015325785600952513,0.022665742528757322,30,2000,5,0.015446888768899214
48,0.008465221989760149,3.6589596999849436,-0.6381358308226526,0.19762742533767289,0.01985146500178583,0.02302496956006946,30,2000,5,0.015446888768899214
49,0.015853313570319518,3.2701888823088154,-0.7106505668858292,0.18540966741563553,0.02262518723985751,0.022419546840405136,30,2000,5,0.015446888768899214
50,0.0699275650215817,2.662629072938382,-0.5265066982563251,0.18162985665108086,0.01670146696108218,0.022601631351223273,30,2000,5,0.015446888768899214
51,0.018986634743037075,2.8825812225427394,-0.6916556336473763,0.18440329542149766,0.020472874911680036,0.022206649314793454,30,2000,5,0.015446888768899214
52,0.11707577564113152,4.083366122302565,-0.8166760489018534,0.1723143602836085,0.019570708545318557,0.02352655964690677,30,2000,5,0.015446888768899214
53,-0.06159858322894952,3.949111151517671,-0.9264896679510088,0.2051583063421896,0.015750330751787476,0.023556193743311585,30,2000,5,0.015446888768899214
54,-0.010954592710166147,3.9921892841611246,-0.7208790873357329,0.1685180011137452,0.01980465583663434,0.022105863820328604,30,2000,5,0.015446888768899214
55,0.019552162190452988,4.462861189015771,-0.7137230486418731,0.1740531524122025,0.012017063702018368,0.023188525786928715,30,2000,5,0.015446888768899214
56,0.008606700939935076,3.3048748214593098,-0.6590815605906091,0.18917035823613843,0.01625321037427742,0.02287460361956205,30,2000,5,0.015446888768899214
57,-0.023665775480467888,3.388331862210394,-1.037599170993357,0.16722682295222976,0.012440194568591217,0.022662781088801615,30,2000,5,0.015446888768899214
58,0.06699458123021913,3.7772335160454245,-0.6426676222852947,0.24273544833715704,0.011838692301321401,0.023413273805570966,30,2000,5,0.015446888768899214
59,0.011352753861877672,3.782899457543825,-0.6217306156757374,0.24162272281381708,0.014762199054632608,0.022520766374897697,30,2000,5,0.015446888768899214
60,0.02767895146155701,4.034140501418509,-0.6898494235860522,0.18480327485309164,0.013756318255019438,0.023358887649650755,30,2000,5,0.015446888768899214
61,-0.006317797156854792,3.1851793553366576,-0.8088203254816593,0.16850502206678847,0.014399554027927258,0.022651627479991998,30,2000,5,0.015446888768899214
62,-0.050439003624366895,6.573467988107851,,,0.014982256817406578,0.02297086794849725,30,2000,5,0.015446888768899214
63,0.026533909915589262,3.087670053517154,-0.5933386215929666,0.17159428221249043,0.015522471095015498,0.025841515231544817,30,2000,5,0.015446888768899214
64,0.03571735844092561,3.3857130420021124,-0.7633156749721719,0.18218805143378167,0.0173567634061451,0.021189125771633125,30,2000,5,0.015446888768899214
65,0.05387898389078721,3.76868261538133,-0.6808743004030671,0.1889044833840169,0.03313301517952449,0.02207451938224454,30,2000,5,0.015446888768899214
66,0.08286319494791582,3.9956197572960748,-0.7285845050139095,0.25039032979331055,0.02368508753620289,0.02316633504861258,30,2000,5,0.015446888768899214
67,-0.12070560674314923,5.710030104187915,-0.7403057929806964,0.2518844430926861,0.007103511357624375,0.02278050118077413,30,2000,5,0.015446888768899214
68,0.012111991217434328,3.1462812990321027,-0.5374574264769123,0.1974459529897443,0.021243230639112053,0.022965518855542502,30,2000,5,0.015446888768899214
69,0.002614110473336826,4.6503208085726335,-0.863885113099478,0.23983769739564714,0.014695959186553148,0.02375312078258708,30,2000,5,0.015446888768899214
70,-0.035879915928120655,4.320757964169999,-0.5454196235407274,0.19534068063401486,0.011466322323719719,0.02425302117612961,30,2000,5,0.015446888768899214
71,0.07581663625018015,2.3016895708857024,-0.4788830292552033,0.17913297762977892,0.011768425785573007,0.022488117439687785,30,2000,5,0.015446888768899214
72,-0.011628142355669646,4.286529243626982,-0.8542740235736348,0.273107174318559,0.015516902427095284,0.022894144424848894,30,2000,5,0.015446888768899214
73,0.023849812823659573,3.329984681266114,-0.6398121362461877,0.21016964784313924,0.010793640290184382,0.02280433524706819,30,2000,5,0.015446888768899214
74,0.0455774455394127,3.2278700936874927,-0.8416260151518715,0.19275960145757645,0.014682761258702751,0.023258256925296827,30,2000,5,0.015446888768899214
75,0.02158082709524632,3.284587085509734,-0.8140222941937276,0.1941856165222924,0.015707714969782932,0.023317279309110397,30,2000,5,0.015446888768899214
76,-0.09564456598606368,4.01242333301995,-0.7206409491019468,0.19574134076724034,0.006604637433681708,0.022785448769651065,30,2000,5,0.015446888768899214
77,-0.014053904208861573,4.350748411861249,-0.43552909978063026,0.18121093116201423,0.015164476769068345,0.023311008746226592,30,2000,5,0.015446888768899214
78,0.06662695364387256,2.9042225188037682,-0.5870286218330025,0.16934162746324083,0.00900995006890587,0.022505771035081692,30,2000,5,0.015446888768899214
79,-0.031084038408232834,4.470835571205619,-0.45811274433290095,0.22991744392211097,0.011697736929227369,0.02328913279126955,30,2000,5,0.015446888768899214
80,0.08131384663296819,4.613061282317015,-0.5643945612504435,0.20099069707121014,0.020988736399287933,0.02170954919941667,30,2000,5,0.015446888768899214
81,-0.03208498001800227,3.9520991857957193,-0.7123073546991576,0.17819327901304458,0.01169975882776491,0.02326366590421712,30,2000,5,0.015446888768899214
82,-0.03336117679762082,4.064274103660052,-0.8889389928785194,0.31766642086879293,0.014575617055596629,0.02144013809029477,30,2000,5,0.015446888768899214
83,0.040520002165679525,3.599616871327082,-0.6795999790848821,0.17050035234354907,0.01236526291629915,0.02476842189824677,30,2000,5,0.015446888768899214
84,-0.030271007108317236,3.3131012926864387,-0.8473053787406419,0.20072273674760904,0.017895186437163618,0.021644581513384827,30,2000,5,0.015446888768899214
85,0.012212115732355679,3.2440408537276095,-0.7182912642172568,0.20005269181773608,0.025163473137950438,0.022361539843895394,30,2000,5,0.015446888768899214
86,0.09343392463124255,3.414700167751011,-0.7428868641942401,0.2022736107874809,0.016430751648730726,0.021675164776461878,30,2000,5,0.015446888768899214
87,0.01818807715498666,3.6886033624867594,-0.7860082183058763,0.2472134978434228,0.013853405902194893,0.02184615131130413,30,2000,5,0.015446888768899214
88,-0.006418944560187577,3.300664994474593,-0.6561622200042931,0.20046521889158533,0.017254283802208885,0.021769055430314377,30,2000,5,0.015446888768899214
